5	0	0	0	0	0	2	36
10	0	0	0	0	0	18	525
15	0	0	0	0	0	38	2829
20	563	1	0	564	0	101	10086
25	1224	2	0	1226	0	232	26385
30	2590	2	0	2592	0	305	58315
35	4677	0	0	4677	0	520	117226
40	8558	2	0	8560	0	671	211794
45	13658	11	0	13669	0	898	352297
50	21531	11	0	21542	0	1235	571662
55	32389	10	0	32399	0	1660	870951
60	49838	9	0	49847	0	1948	1267203
65	70778	9	0	70787	0	2571	1818152
