4800	4800	3840	21	8466.5	4.916977
9600	9600	3840	69	10271.4	2.121840
14400	14400	3840	148	10736.7	3.158785
19200	19200	3840	305	9291.4	1.304807
24000	24000	3840	462	9585.1	30.531967
28800	28800	3840	1807	3525.4	5.068737
33600	33600	3840	2458	3527.9	3.621125
38400	38400	3840	3197	3542.2	4.724818
43200	43200	3840	4053	3536.6	4.374263
48000	48000	3840	4995	3542.3	4.462493
4800	4800	3840	21	8504.7	281.196250
9600	9600	3840	67	10585.3	6.909711
14400	14400	3840	142	11183.8	2.892648
19200	19200	3840	267	10605.1	155.859476
24000	24000	3840	500	8841.7	144.145007
28800	28800	3840	888	7170.1	103.617504
33600	33600	3840	1474	5883.0	103.173699
38400	38400	3840	2393	4731.7	54.960615
43200	43200	3840	3725	3848.1	19.501699
48000	48000	3840	5551	3187.9	17.817841
4800	4800	3840	20	8911.9	9.760034
9600	9600	3840	62	11455.9	4.092454
14400	14400	3840	133	12007.0	1.926854
19200	19200	3840	245	11568.3	6.429362
24000	24000	3840	373	11856.3	1.758579
28800	28800	3840	537	11851.3	9.359339
33600	33600	3840	732	11847.4	9.698209
38400	38400	3840	962	11771.9	140.202021
43200	43200	3840	1215	11799.0	103.561950
48000	48000	3840	1512	11699.7	108.623127
4800	4800	3840	20	9026.7	231.047594
9600	9600	3840	61	11546.6	1.728186
14400	14400	3840	134	11882.4	5.785367
19200	19200	3840	242	11695.2	2.639819
24000	24000	3840	378	11700.8	1.298867
28800	28800	3840	554	11501.8	11.202971
33600	33600	3840	744	11659.5	19.010225
38400	38400	3840	977	11593.4	133.789428
43200	43200	3840	1248	11487.4	86.487655
48000	48000	3840	1531	11558.6	93.117660
4800	4800	3840	20	8809.4	16.119448
9600	9600	3840	62	11426.2	6.206432
14400	14400	3840	132	12054.8	3.801883
19200	19200	3840	237	11959.9	1.903524
24000	24000	3840	367	12050.7	11.617657
28800	28800	3840	526	12110.5	2.822521
33600	33600	3840	722	12008.5	2.552366
38400	38400	3840	938	12076.7	118.360997
43200	43200	3840	1182	12128.5	71.591983
48000	48000	3840	1460	12116.0	125.587834
4800	4800	3840	20	9069.3	19.377915
9600	9600	3840	62	11467.8	10.072422
14400	14400	3840	132	12095.3	4.525893
19200	19200	3840	234	12115.9	2.673231
24000	24000	3840	361	12237.6	5.564424
28800	28800	3840	517	12329.2	10.214079
33600	33600	3840	701	12367.4	3.904237
38400	38400	3840	917	12342.9	120.317875
43200	43200	3840	1161	12349.5	98.735940
48000	48000	3840	1434	12341.5	133.851902
4800	4800	3840	20	9002.7	7.910016
9600	9600	3840	67	10627.1	15.063712
14400	14400	3840	159	10036.9	20.539079
19200	19200	3840	356	7952.1	96.244283
24000	24000	3840	672	6582.2	93.470629
28800	28800	3840	1489	4278.3	197.240403
33600	33600	3840	2417	3587.6	104.023616
38400	38400	3840	4217	2685.3	69.140371
43200	43200	3840	5900	2429.2	25.946931
48000	48000	3840	10013	1767.2	114.886399
4800	4800	3840	20	9038.7	4.400631
9600	9600	3840	64	11052.3	15.342618
14400	14400	3840	145	11005.7	47.057142
19200	19200	3840	276	10275.2	76.903599
24000	24000	3840	482	9186.5	87.246432
28800	28800	3840	803	7930.4	116.928044
33600	33600	3840	1277	6789.0	148.461486
38400	38400	3840	1998	5669.4	90.542653
43200	43200	3840	3037	4719.6	106.334769
48000	48000	3840	4306	4109.0	85.573253
4800	4800	3840	21	8371.9	14.494452
9600	9600	3840	69	10184.1	4.603166
14400	14400	3840	155	10292.8	22.369250
19200	19200	3840	303	9348.6	12.052334
24000	24000	3840	549	8051.4	28.407166
28800	28800	3840	1987	3205.5	14.874028
33600	33600	3840	2905	2985.1	42.385861
38400	38400	3840	3880	2918.5	47.827486
43200	43200	3840	5358	2675.1	44.550741
48000	48000	3840	6978	2535.6	22.523945
4800	4800	3840	19	9345.7	93.239780
9600	9600	3840	66	10734.0	142.914628
14400	14400	3840	186	8558.5	144.298582
19200	19200	3840	383	7395.5	70.312322
24000	24000	3840	743	5957.0	172.067989
28800	28800	3840	1256	5071.7	216.824712
33600	33600	3840	2022	4288.2	149.459106
38400	38400	3840	2997	3778.7	140.685542
43200	43200	3840	4202	3411.0	62.450170
48000	48000	3840	5751	3077.0	67.445107
