5	0	0	0	0	9	6	19
10	0	0	0	0	39	11	59
15	0	0	0	0	154	45	216
20	114	0	0	114	489	77	587
25	237	0	0	237	799	59	883
30	297	0	0	297	1583	163	1774
35	413	0	0	413	2616	217	2882
40	668	0	0	668	4462	288	4830
45	838	0	0	838	7309	370	7770
50	1006	0	0	1006	10450	469	11051
55	1515	0	0	1515	19099	668	19936
60	1696	0	0	1696	21313	658	22194
65	1965	0	0	1965	30180	947	31415
70	2366	0	0	2366	41330	1219	42897
75	2944	0	0	2944	54030	1316	55862
