5	93	0	3	36	13	0	526762
10	764	0	12	99	21	0	808938
15	6070	0	23	265	65	0	1227756
20	31053	39	47	643	102	0	1848389
25	232041	144	73	1178	166	0	2588174
30	735023	241	117	2462	250	0	3915113
35	1862765	432	156	4929	365	0	5933467
40	5494463	603	218	8440	427	0	10724205
45	13200526	914	265	11600	483	0	19543148
50	48903583	1073	346	14557	667	0	56964824
55	82667372	1480	409	23035	744	0	92050193
60	145401180	1366	504	26066	903	0	155812812
65	214587502	1907	568	38233	1028	0	227510543
